Stage	Trade	Supplier	Component	Unit	Quantity	Price	Description
FIX1	0960	52640	0042	1	0	$55.02	DESIGN PINE (H3) (112 X 30 X 5.4M) DOOR JAMB
FIX1	0960	52640	0044	1	0	$32.81	MDF MOULDING PRIMED JAMB SET (110 X 30) MDFMLJM1130 HMR AND INCLUDES DOOR STOP
FIX1	0960	52640	0047	T	0.9	$7.26	105 X 12 JH SCRIBE
FIX1	0960	52640	0111	1	0		67 X 18 COLONIAL MDF PRIMED ARCHITRAVE (5.4M)
FIX1	0960	52640	0730	1	1	$14.42	1800 X 445 X 16MM MELAMINE SHELVING
FIX1	0960	52640	0740	1	0	$19.26	2400 X 445 X 16MM MELAMINE SHELVING
FIX1	0960	52640	0750	1	0	$28.89	3600 X 445 X 16MM MELAMINE SHELVING
FIX1	0960	52640	0730	1	0		1800 X 595 X 16MM MELAMINE SHELVING
FIX1	0960	52640	0780	1	0		2400 X 595 X 16MM MELAMINE SHELVING
FIX1	0960	52640	0790	1	0		3600 X 595 X 16MM MELAMINE SHELVING
FIX1	0960	52640	0800	T	0	$1.71	42 X 19 MERANTI
FIX1	0960	52640	0873	1	0	$13.39	DESIGN PINE LOSP H3 DAR DOOR STOP (42 X 10 X 5.4M) LOSPDAR421054
FIX1	0960	52640	0937	1	0	$35.42	66 X 18 DESIGN PINE DRESSED 5.4M
FIX1	0960	52640	2220	1	1	$16.43	30 X 30 X 5.4M DESIGN PINE SCOTIA
FIX1	0960	52640	2254	1	0		92 X 18 X 5.4M SPLAYED SKIRTING PRE-PRIMED
FIX1	0960	52640	2234	1	0	$11.60	67 X 18 X 5.4 MDF PRIMED SPLAYED SKIRTING
FIX1	0960	52640	7001	1	0	$0.00	67 X 18 X 5.4 DESIGN PINE PENCIL ROUND
FIX1	0960	52014	7000	1	0	$105.11	VENT GABLE EXTERIOR WALL++457X609MM RECT PRIMED 500RTL
FIX1	0960	52014	7002	1		$81.08	90*42 DESIGN PINE WINDOW SURROUND 5.4M LENGTH
FIX1	0960	52014	7003	1		$47.22	42*42 DESIGN PINE WINDOW SURROUND 5.4M LENGTH
FIX1	0960	52014	9029	1	0		DELIVERY PER LOT TO BUNBURY
FIX1	0960	52014	9031	1	0	$55.00	DELIVERY PER LOT TO BUSSELTON
FIX1	0960	52014	9044	1	0	$55.00	DELIVERY PER LOT TO DUNSBOROUGH
FIX1	0960	52014	9068	1	0	$55.00	DELIVERY PER LOT TO MARGARET RIVER
FIX1	0960	52014	9024	1	0		DELIVERY PER LOT TO BRIDGETOWN
							
FIX1	0980	52640	PN10	1	0	$472.55	HUME JST1 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$514.15	HUME JST1 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$583.70	HUME XS24 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$632.45	HUME XS24 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$614.90	HUME XS26 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$716.95	HUME XS26 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$653.25	HUME XS28 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$702.00	HUME XS28 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$629.20	HUME XS45 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$677.95	HUME XS45 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$443.30	HUME VER1 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$473.85	HUME VER1 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$473.85	HUME VER2 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$504.40	HUME VER2 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$484.90	HUME VER4 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$521.30	HUME VER4 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$514.15	HUME VER6 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$547.95	HUME VER6 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$541.45	HUME VER8 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$575.25	HUME VER8 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$473.85	HUME VER11 2040*1200 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$504.40	HUME VER11 2040*1200 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$501.55	MADISON MAD 111 CLEAR ROSEWOOD 2040*920
FIX1	0980	52640	PN10	1	0	$381.55	PMAD 111 2040*820 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$414.05	CORINTHIAN STUDIO PSTD 5V4 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$536.25	CORINTHIAN STUDIO PSTD 5V8 CLEAR GLASS
FIX1	0980	52640	PN10	1	0	$647.40	CORINTHIAN SUNBURST SUNAR - MERBAU CLEAR GLAZING 2040*820
FIX1	0980	52640	PN10	1	0	$557.70	SLIMLITE PSLM 208 2040*820 W/- TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$497.25	CORINTHIAN ELEGANCE ELTAT 111 2040*820 TRANSLUCENT GLASS
FIX1	0980	52640	PN10	1	0	$419.90	CORINTHIAN WINDSOR 7G 2040*820 ROSE JEWEL CERAMICA
FIX1	0980	52640	7000	1	0	$0.00	PMAD 104 2040*820 W/- CLEAR GLASS
FIX1	0980	52640	7	1	0		SLIMLITE PSLM 208 2040*820 W/- CLEAR GLASS - 1972717
FIX1	0980	52640	11	1	0		PMAD 101 2040*820 W/- CLEAR GLASS - 1960000
FIX1	0980	52640	22	1	0		PMAD 04 2040*820 TRANSLUCENT GLASS - 2016972
FIX1	0980	52640	23	1	0		PMAD 101 2040*820 TRANSLUCENT GLASS - 2016627
FIX1	0980	52640	24	1	0		PMAD 104 2040*820 TRANSLUCENT GLASS - 2016712
FIX1	0980	52640	25	1	0		PMAD 111 2040*820 TRANSLUCENT GLASS - 2016796
FIX1	0980	52640	31	1	0		PMAD 104 2040*1020 W/- CLEAR GLASS
FIX1	0980	52640	47	1	0		URBAN PURB 104 2040*820 - 2019254
FIX1	0980	52640	51	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE LANDSDOWNE - 107629
FIX1	0980	52640	52	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE RANFORD - 106912
FIX1	0980	52640	53	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE WARRATAH - 107209
FIX1	0980	52640	54	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE RIVERVALE
FIX1	0980	52640	55	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE DIXON
FIX1	0980	52640	56	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE FREEMAN - 108797
FIX1	0980	52640	58	1	0		ESTATE COLLECTION 2040*820 STAIN GRADE CANNINGVALE - 107783
FIX1	0980	52640	61	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE LANDSDOWNE
FIX1	0980	52640	62	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE RANFORD
FIX1	0980	52640	63	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE WARRATAH
FIX1	0980	52640	64	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE RIVERVALE
FIX1	0980	52640	65	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE DIXON
FIX1	0980	52640	66	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE FREEMAN
FIX1	0980	52640	67	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE SANCTUARY
FIX1	0980	52640	68	1	0		ESTATE COLLECTION 2040*820 PAINT GRADE CANNINGVALE
FIX1	0980	52640	75	1	0		ESTATE COLLECTION 2040*870 PAINT GRADE CANNINGVALE
FIX1	0980	52640	150	1	0		PIVOT DOOR FRAME PVTFAMB FRAME SINGLE-2143*1268(SUIT 2018*1200*40 DOOR)
FIX1	0980	52640	5231	1	0	$205.07	2040 X 820 X 35 FLUSH PANEL ELEMENTS DOOR
FIX1	0980	52640	7232	1	0	$220.82	M&B ELEMENTS FIBREGLASS FLUSH PANEL DOOR 2040*920*40
FIX1	0980	52640	270	1	0		DECO 1S INTERNAL DOOR SOLID CONSTRUCTION 2040*820
FIX1	0980	52640	271	1	0		DECO 2S INTERNAL DOOR SOLID CONSTRUCTION 2040*820
FIX1	0980	52640	272	1	0		DECO 3S INTERNAL DOOR SOLID CONSTRUCTION 2040*820
FIX1	0980	52640	273	1	0		DECO 4S INTERNAL DOOR SOLID CONSTRUCTION 2040*820
FIX1	0980	52640	2220	1	0	$182.86	2040 X 820 BALMORAL 4 (PAINT)
FIX1	0980	52640	2221	1	0	$182.86	2040 X 720 BALMORAL 4 (PAINT)
FIX1	0980	52640	2222	1	0	$182.86	2040 X 620 BALMORAL 4 (PAINT)
FIX1	0980	52640	2223	1	0	$182.86	2040 X 520 BALMORAL 4 (PAINT)
FIX1	0980	52640	7000	1	0	$0.00	CUT DOWN BALMORAL 4 2040 TO 2015*820WC ON SITE
FIX1	0980	52640	7001	1	0	$0.00	CUT DOWN BALMORAL 4 2040 TO 2015*720WC ON SITE
FIX1	0980	52640	7002	1	0	$0.00	CUT DOWN BALMORAL 4 2040 TO 2015*620WC ON SITE
FIX1	0980	52640	7002	1	0	$0.00	CUT DOWN BALMORAL 4 2040 TO 2015*520WC ON SITE
FIX1	0980	52640	0405	1	1	$95.35	2040 X 820 SOLIDOR DURA TEMP HARDBOARD
FIX1	0980	52640	7405	1	0		2040 X 870 SOLIDOR DURA TEMP HARDBOARD
FIX1	0980	52640	7410	1	0	$166.25	2040 X 920 SOLIDOR DURA TEMP HARDBOARD
FIX1	0980	52640	0050	1	4	$36.59	2040 X 820 INTERNAL DOOR R/COTE
FIX1	0980	52640	0040	1	1	$36.59	2040 X 720 INTERNAL DOOR R/COTE
FIX1	0980	52640	0030	1	0	$36.59	2040 X 620 INTERNAL DOOR R/COTE
FIX1	0980	52640	0020	1	0		2040 X 520 INTERNAL DOOR R/COTE
FIX1	0980	52640	0035	1	0	$36.59	2015 X 620 INTERNAL DOOR R/COTE
FIX1	0980	52640	PN15	1	0		DECO 1D INTERNAL DOOR 2065*870
FIX1	0980	52640	0080	1	0		2065 X 870 INTERNAL SLIDER R/COTE
FIX1	0980	52640	PN367	1	0		REDICOAT H/BOARD 2065*820 GRB
FIX1	0980	52640	PN368	1	0		REDICOAT H/BOARD 2065*920 GTS
FIX1	0980	52640	381	1	0		REDICOAT H/BOARD 2065*770 GRB - 2011962
FIX1	0980	52640	0036	1	2	$39.12	2015 X 720 INTERNAL DOOR R/COTE
FIX1	0980	52640	391	1	0		REDICOAT H/BOARD 2015*820WC - 2016718
FIX1	0980	52640	PN0391	1	0		REDICOAT H/BOARD 2015*870WC
FIX1	0980	52640	PN0392	1	0		REDICOAT H/BOARD 2015*920WC
FIX1	0980	52640	395	1	0		REDICOAT H/BOARD 2040*870 - 2010445
FIX1	0980	52640	2346	1	0	$53.66	2040 X 920 R/COTE
FIX1	0980	52640	510	1	0		STANFORD DOOR 2040*820 - 2014415
FIX1	0980	52640	511	1	0		ATHERTON DOOR 2040*820 - 2012073
FIX1	0980	52640	520	1	0		STANFORD DOOR 2040*720 - 2014423
FIX1	0980	52640	521	1	0		ATHERTON DOOR 2040*720 - 2011996
FIX1	0980	52640	530	1	0		STANFORD DOOR 2040*620 - 2014431
FIX1	0980	52640	531	1	0		ATHERTON DOOR 2040*620 - 2011970
FIX1	0980	52640	540	1	0		STANFORD DOOR 2040*520 - 2011904
FIX1	0980	52640	550	1	0		STANFORD DOOR 2015*620WC - 2012099
FIX1	0980	52640	551	1	0		STANFORD DOOR 2015*720WC - 2012243
FIX1	0980	52640	560	1	0		STANFORD DOOR 2065*870 GBR SLIDER - 2011912
FIX1	0980	52640	565	1	0		STANFORD DOOR 2065*770 GBR SLIDER - 2011653
FIX1	0980	52640	580	1	0		REBATE SINGLE
FIX1	0980	52640	7000	1	0	$83.79	IMPRESSIONS CMB SMOOTH  2040*820
FIX1	0980	52640	7001	1	0	$83.79	IMPRESSIONS CMB SMOOTH  2040*720
FIX1	0980	52640	7002	1	0	$83.79	IMPRESSIONS CMB SMOOTH  2040*620
FIX1	0980	52640	7003	1	0	$102.41	IMPRESSIONS CMB SMOOTH  2015*620WC
FIX1	0980	52640	7004	1	0	$102.41	IMPRESSIONS CMB SMOOTH  2015*720WC
FIX1	0980	52640	7005	1	0	$102.41	IMPRESSIONS CMB SMOOTH  2015*820WC
FIX1	0980	52640	7006	1	0	$136.99	IMPRESSIONS CMB SMOOTH  2065*770GBR
FIX1	0980	52640	7007	1	0	$136.99	IMPRESSIONS CMB SMOOTH  2065*870GBR
FIX1	0980	52640	7008	1	0	$206.15	IMPRESSIONS CMB SMOOTH  2040*820 SOLID
FIX1	0980	52640	7000	1	0	$65.85	IMPRESSIONS ROCKPORT  2040*820
FIX1	0980	52640	7001	1	0	$65.85	IMPRESSIONS ROCKPORT  2040*720
FIX1	0980	52640	7002	1	0	$65.85	IMPRESSIONS ROCKPORT  2040*620
FIX1	0980	52640	7003	1	0	$75.61	IMPRESSIONS ROCKPORT  2015*620WC
FIX1	0980	52640	7004	1	0	$75.61	IMPRESSIONS ROCKPORT  2015*720WC
FIX1	0980	52640	7005	1	0	$75.61	IMPRESSIONS ROCKPORT  2015*820WC
FIX1	0980	52640	7006	1	0	$123.60	IMPRESSIONS ROCKPORT  2065*770GBR
FIX1	0980	52640	7007	1	0	$123.60	IMPRESSIONS ROCKPORT  2065*870GBR
FIX1	0980	52640	7008	1	0	$189.53	IMPRESSIONS ROCKPORT  2040*820 SOLID
FIX1	0980	52640	7000	1		$0.00	35MM PMDF HOLLOWCORE 1020MM WIDE X 2229MM HIGH
FIX1	0980	52640	7001	1		$0.00	SOLIDOR TEMPERED HARDBOARD 1100MM WIDE X 2229MM HIGH
FIX1	0980	52640	7002	1		$0.00	35MM EPS FOAM CORE SPEC 2.6 1100MM WIDE X 2229MM HIGH TO SUIT 26C OPENING HEIGHT
FIX1	0980	52640	7003	1		$0.00	35MM EPS FOAM CORE SPEC 2.5A 1100MM WIDE X 2754MM HIGH TO SUIT CEILING HEIGHT
FIX1	0980	52640	7004	1		$0.00	PMADPV104 TRANS GLAZING 1200MM WIDE X 2229MM HIGH
FIX1	0980	52640	670	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2040*920 - 2038721
FIX1	0980	52640	671	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2040*820 - 2035854
FIX1	0980	52640	672	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2040*720 - 2035856
FIX1	0980	52640	673	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2040*620 - 2035857
FIX1	0980	52640	674	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2015*720WC - 2040086
FIX1	0980	52640	675	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2015*620WC - 2040085
FIX1	0980	52640	676	1	0		MOTIVE MOTP 3D INTERNAL DOOR 2065*870 GBR SLIDER - 2040088
FIX1	0980	52640	PN677	1	0	$0.00	MOTIVE MOTP 3D INTERNAL DOOR 2065*770 GBR SLIDER
FIX1	0980	52640	730	1	0		DECO 1S INTERNAL DOOR 2040*820 - 85743
FIX1	0980	52640	731	1	0		DECO 2S INTERNAL DOOR 2040*820 - 85759
FIX1	0980	52640	732	1	0		DECO 3S INTERNAL DOOR 2040*820 - 85774
FIX1	0980	52640	733	1	0		DECO 4S INTERNAL DOOR 2040*820 - 85790
FIX1	0980	52640	740	1	0		DECO 1S INTERNAL DOOR 2040*720 - 85741
FIX1	0980	52640	741	1	0		DECO 2S INTERNAL DOOR 2040*720 - 85757
FIX1	0980	52640	742	1	0		DECO 3S INTERNAL DOOR 2040*720 - 85772
FIX1	0980	52640	743	1	0		DECO 4S INTERNAL DOOR 2040*720 - 85788
FIX1	0980	52640	750	1	0		DECO 1S INTERNAL DOOR 2040*620 - 85740
FIX1	0980	52640	751	1	0		DECO 2S INTERNAL DOOR 2040*620 - 85756
FIX1	0980	52640	752	1	0		DECO 3S INTERNAL DOOR 2040*620 - 85771
FIX1	0980	52640	753	1	0		DECO 4S INTERNAL DOOR 2040*620 - 85786
FIX1	0980	52640	PN10	0	0		CUT DOWN DECO 1S 2040 TO 2015*620WC ON SITE
FIX1	0980	52640	PN15	0	0		CUT DOWN DECO 2S 2040 TO 2015*620WC ON SITE
FIX1	0980	52640	PN20	0	0		CUT DOWN DECO 3S 2040 TO 2015*620WC ON SITE
FIX1	0980	52640	PN25	0	0		CUT DOWN DECO 4S 2040 TO 2015*620WC ON SITE
FIX1	0980	52640	PN10	0	0		CUT DOWN DECO 1S 2040 TO 2015*720WC ON SITE
FIX1	0980	52640	PN15	0	0		CUT DOWN DECO 2S 2040 TO 2015*720WC ON SITE
FIX1	0980	52640	PN20	0	0		CUT DOWN DECO 3S 2040 TO 2015*720WC ON SITE
FIX1	0980	52640	PN25	0	0		CUT DOWN DECO 4S 2040 TO 2015*720WC ON SITE
FIX1	0980	52640	PN05	1	0		ATHERTON DOOR 2040*920 SOLID
FIX1	0980	52640	PN10	1	0		ATHERTON DOOR 2015*620
FIX1	0980	52640	PN15	1	0		ATHERTON DOOR 2015*720
FIX1	0980	52640	PN20	1	0		STANFORD DOOR 2040*920 SOLID
FIX1	0980	52640	7025	0	0		ENTRY DOORS TO SUIT BAL 12.5 FIRE RATING
FIX1	0980	52640	PN30	0			ESTATE DOORS NOT BAL RATED PLEASE RESELECT
FIX1	0980	52640	8000	1			DELIVERY FEE - 9920133
FIX1	0980	52640	8001	1			DELIVERY FEE - PIVOT DOORS - 9920137
FIX1	0980	52640	7001	1	0	$359.10	PMOD 2 INTERNAL DOOR 2040*820
FIX1	0980	52640	7002	1	0	$359.10	PMOD 2 INTERNAL DOOR 2040*720
FIX1	0980	52640	7002	1	0		PMOD 2 INTERNAL DOOR 2040*620
FIX1	0980	52640	7003	1	0		PMOD 2 INTERNAL DOOR 2040*520
FIX1	0980	52640	7003	1	0	$359.10	PMOD 2 INTERNAL DOOR 2040*620 (TRIM TO 2015 ON SITE)
FIX1	0980	52640	7000	1	0	$671.65	2040*1200 PRU 101 TRANSLUCENT GLAZING BAL 12.5
FIX1	0980	52640	7000	1	0	$448.21	PMAD 7 BAL 12.5 2040*820 CLEAR GLAZED
							
					 		
FIX1	1000	52640	0005	1	0		100MM LONG BARREL BOLT BRZ/CP/PB/SC
FIX1	1000	52640	0099	1	0		BLT 150MM BARREL SC L/SH 654X150SCP - 4085820
FIX1	1000	52640	PN10	1	0	$159.52	DELF LINEAR SECURE ELBA MATT BLACK DT890ELBMB
FIX1	1000	52640	2	1	0		755 SERIES MORTICE LOCK CK - 4198247
FIX1	1000	52640	3	1	0		GAINSBOROUGH PULL HANDLE 9248PH600SS - 4180305
FIX1	1000	52640	4	1	0		ROLLER MORTICE LOCK 775SC60 CK - 4191396
FIX1	1000	52640	5	1	0		KEY ESCUTCHEON 10EU4SS
FIX1	1000	52640	6	1	0		GAINSBOROUGH SENATOR PULL HANDLE & LEVER SET 9963PHSET370 SC
FIX1	1000	52640	18	1	0		DEAD LOCK 1951 SM DBLE SC CYLINDER KEYED ALIKE CK - 4062003
FIX1	1000	52640	19	1	0		DEAD LOCK 1951 SM DBLE BC CYLINDER KEYED ALIKE CK - 4062002
FIX1	1000	52640	21	1	0		DEAD LOCK 850 DBLE SS CYLINDER KEYED ALIKE CK - 4196782
FIX1	1000	52640	22	1	0		DEAD LOCK 850 DBLE PS CYLINDER KEYED ALIKE CK - 4196774
FIX1	1000	52640	51	1	0		ENTRANCE SET TERRACE 540 SS CONST KEYED, KEYED ALIKE - 4196928
FIX1	1000	52640	52	1	0		ENTRANCE SET TERRACE 540 PS CONST KEYED, KEYED ALIKE - 4196910
FIX1	1000	52640	71	1	0		ENTRANCE SET AMBASSADOR 540 LEVER BC CONS KEYED, KEYED ALIKE - 4203200
FIX1	1000	52640	72	1	0		ENTRANCE SET AMBASSADOR 540 LEVER SC CONS KEYED, KEYED ALIKE - 4203195
FIX1	1000	52640	73	1	0		ENTRANCE SET AURORA 1940 LEVER BSC CONS KEYED, KEYED ALIKE - 165690
FIX1	1000	52640	74	1	0		ENTRANCE SET AURORA 1940 LEVER MB CONS KEYED, KEYED ALIKE - 165691
FIX1	1000	52640	75	1	0		GAINSBOROUGH 8901 TRILOCK URBAN AURORA BSC - 12710
FIX1	1000	52640	76	1	0		GAINSBOROUGH 8201 TRILOCK URBAN AURORA DUMMY BSC - 115344
FIX1	1000	52640	77	1	0		GAINSBOROUGH 8901 TRILOCK URBAN AURORA MB - 115353
FIX1	1000	52640	78	1	0		GAINSBOROUGH 8201 TRILOCK URBAN AURORA DUMMY MB - 165693
FIX1	1000	52640	80	1	0		GAINSBOROUGH 8901 ALIGN TRILEVER BC - 4020170
FIX1	1000	52640	7060	1	0	$210.53	GAINS 8901 ALIGN TRILOCK LEVER (DOUBLE CYLINDER) SATIN CHROME
FIX1	1000	52640	86	1	0		GAINSBOROUGH 8901 ANGULAR TRILEVER BC - 4205367
FIX1	1000	52640	7051	1	0	$225.27	TRI-LOCK LEVER ANGULAR 8901 DOUBLE CYLINDER SC
FIX1	1000	52640	88	1	0		GAINSBOROUGH 8201 ANGULAR TRILEVER DUMMY BC - 4180058
FIX1	1000	52640	89	1	0		GAINSBOROUGH 8201 ANGULAR TRILEVER DUMMY SC - 4180057
FIX1	1000	52640	90	1	0		GAINSBOROUGH TRILEVER 890 LEVER SC - 4197657
FIX1	1000	52640	91	1	0		GAINSBOROUGH TRILEVER 890 LEVER BC - 4197568
FIX1	1000	52640	7000	1	0	$26.43	1400PROBELMB BELA PASSAGE LEVERSET MB
FIX1	1000	52640	7001	1	0	$27.86	1400PROBELMB BELA PRIVACY LEVERSET MB
FIX1	1000	52640	7002	1	0	$15.00	1400PROBELMB BELA DUMMY LEVERSET MB
FIX1	1000	52640	7000	1	0	$28.88	1400PROBELSC BELA PASSAGE LEVERSET SC
FIX1	1000	52640	7001	1	0	$30.44	1410PROBELSC BELA PRIVACY LEVERSET SC
FIX1	1000	52640	7002	1	0	$16.39	1420PROBELSC BELA DUMMY LEVERSET SC
FIX1	1000	52640	7000	1	0	$28.88	1400PROSQBELSC BELA PASSAGE LEVERSET SC
FIX1	1000	52640	7001	1	0	$30.44	1410PROSQBELSC BELA PRIVACY LEVERSET SC
FIX1	1000	52640	7002	1	0	$16.39	1420PROSQBELSC BELA DUMMY LEVERSET SC
FIX1	1000	52640	98	1	0		INSTYLE LEVER PASSAGE 7000 SC CW LATCH - 4182963
FIX1	1000	52640	99	1	0		INSTYLE LEVER PRIVACY 7100 SC CW LATCH - 4183147
FIX1	1000	52640	100	1	0		INSTYLE LEVER DUMMY 7200 SC - 4180223
FIX1	1000	52640	101	1	0		INSTYLE LEVER PASSAGE 7000 BC CW LATCH - 4191235
FIX1	1000	52640	102	1	0		INSTYLE LEVER PRIVACY 7100 BC CW LATCH - 4191234
FIX1	1000	52640	103	1	0		INSTYLE LEVER DUMMY 7200 BC - 4180224
FIX1	1000	52640	7000	1	0	$33.80	OLIVE LEVERSET SATIN CHROME PASSAGE
FIX1	1000	52640	7001	1	0	$36.82	OLIVE LEVERSET SATIN CHROME PRIVACY
FIX1	1000	52640	7002	1	0	$20.87	OLIVE LEVERSET SATIN CHROME DUMMY
FIX1	1000	52640	7000	1	0	$33.80	OLIVE LEVERSET BRIGHT CHROME PASSAGE
FIX1	1000	52640	7001	1	0	$36.82	OLIVE LEVERSET BRIGHT CHROME PRIVACY
FIX1	1000	52640	7002	1	0	$20.87	OLIVE LEVERSET BRIGHT CHROME DUMMY
FIX1	1000	52640	128	1	0		AMBASSADOR LEVER PASSAGE SET CW LATCH BC - 4203056
FIX1	1000	52640	129	1	0		AMBASSADOR LEVER PRIVACY SET CW LATCH BC - 4203030
FIX1	1000	52640	130	1	0		AMBASSADOR LEVER DUMMY SET BC - 4203080
FIX1	1000	52640	131	1	0		ELENA LEVER PASSAGE SET CW LATCH BC - 4181739
FIX1	1000	52640	132	1	0		ELENA LEVER PRIVACY SET CW LATCH BC - 4190655
FIX1	1000	52640	133	1	0		ELENA LEVER DUMMY LH BC - 4183032
FIX1	1000	52640	134	1	0		ELENA LEVER DUMMY RH BC - 4183040
FIX1	1000	52640	135	1	0		ELENA LEVER PASSAGE SET CW LATCH SC - 4181747
FIX1	1000	52640	136	1	0		ELENA LEVER PRIVACY SET CW LATCH SC - 4190794
FIX1	1000	52640	137	1	0		ELENA LEVER DUMMY LH SC - 4183074
FIX1	1000	52640	138	1	0		ELENA LEVER DUMMY RH SC - 4183082
FIX1	1000	52640	143	1	0		SOFIA LEVER PASSAGE SET 700 CW LATCH BC - 4180539
FIX1	1000	52640	144	1	0		SOFIA LEVER PRIVACY SET 710 CW LATCH BC - 4194285
FIX1	1000	52640	145	1	0		SOFIA LEVER DUMMY 720 LH BC - 4182955
FIX1	1000	52640	146	1	0		SOFIA LEVER DUMMY 720 RH BC - 4182989
FIX1	1000	52640	147	1	0		SOFIA LEVER PASSAGE SET 700 CW LATCH SC - 4180521
FIX1	1000	52640	148	1	0		SOFIA LEVER PRIVACY SET 710 CW LATCH SC - 4194633
FIX1	1000	52640	149	1	0		SOFIA LEVER DUMMY 720 LH SC - 4183016
FIX1	1000	52640	150	1	0		SOFIA LEVER DUMMY 720 RH SC - 4183024
FIX1	1000	52640	155	1	0		ALYSSIA LEVER PASSAGE SET 700 CW LATCH BC - 4180149
FIX1	1000	52640	156	1	0		ALYSSIA LEVER PRIVACY SET 710 CW LATCH BC - 4190922
FIX1	1000	52640	157	1	0		ALYSSIA LEVER DUMMY 720 LH BC - 4182808
FIX1	1000	52640	158	1	0		ALYSSIA LEVER DUMMY 720 RH BC - 4182816
FIX1	1000	52640	159	1	0		ALYSSIA LEVER PASSAGE SET 700 CW LATCH SC - 4180238
FIX1	1000	52640	160	1	0		ALYSSIA LEVER PRIVACY SET 710 CW LATCH SC - 4191211
FIX1	1000	52640	161	1	0		ALYSSIA LEVER DUMMY 720 LH SC - 4182840
FIX1	1000	52640	162	1	0		ALYSSIA LEVER DUMMY 720 RH SC - 4182858
FIX1	1000	52640	167	1	0		LIANNA LEVER PASSAGE SET CW LATCH BC - 4180323
FIX1	1000	52640	168	1	0		LIANNA LEVER PRIVACY SET CW LATCH BC - 4180325
FIX1	1000	52640	169	1	0		LIANNA LEVER DUMMY LH BC - 4191292
FIX1	1000	52640	170	1	0		LIANNA LEVER DUMMY RH BC - 4191258
FIX1	1000	52640	7171	1	0	$31.40	LIANNA LEVER PASSAGE SET CW LATCH SC
FIX1	1000	52640	7172	1	0	$34.21	LIANNA LEVER PRIVACY SET CW LATCH SC
FIX1	1000	52640	7173	1	0	$19.39	LIANNA LEVER DUMMY LH SC
FIX1	1000	52640	7174	1	0	$19.39	LIANNA LEVER DUMMY RH SC
FIX1	1000	52640	7630	1	0	$32.23	AMELIA LEVER PASSAGE SET 105 SC - 4180051
FIX1	1000	52640	7631	1	0	$35.58	AMELIA LEVER PRIVACY SET 115 SC - 4180055
FIX1	1000	52640	7632	1	0	$20.68	AMELIA LEVER DUMMY LH SC - 4130724
FIX1	1000	52640	190	1	0		G2 SERIES AURORA LEVER PASSAGE SET BSC - 12711
FIX1	1000	52640	191	1	0		G2 SERIES AURORA LEVER PRIVACY SET BSC - 12713
